"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"1815","Verde","Planta de Mezclado","Alta","2021-09-10T17:24:38.993Z","Colocar una aspiradora fija al lado del big-bag de resina. Marcar su lugar en el suelo.","Cerrada"
"1816","Verde","Planta de Mezclado","Alta","2021-09-10T17:41:58.628Z","Para la limpieza de los filtros, el operador tiene que retirar la tapa superior quedando esta colgada por las mangueras y cables. Esta situación puede generar anomalías en el funcionamiento del sistema de auto limpiado de filtro.","Cerrada"
"1817","Verde","Planta de Mezclado","Media","2021-09-13T14:17:11.898Z","Colocar en la pared cartel reglamentario para el matafuego","Cerrada"
"1818","Verde","Servicios Auxiliares","Media","2021-09-13T14:23:43.776Z","Colocar mesa o estantería para guardar bidones de repuesto y vasos de forma ordenada.","Abierta"
"1819","Verde","Planta de Mezclado","Media","2021-09-15T11:46:59.694Z","Remover carteles del OCS y disponerlos en una carpeta o panel destinado para tal fin.","Abierta"
"1820","Verde","Laminadora","Media","2021-09-15T11:55:28.808Z","Aumentar el diámetro de los porta bujes para evitar dejarlos en el suelo.","Abierta"
"1821","Verde","Cortadora Euromac","Media","2021-09-15T12:27:14.824Z","Colocar un portalámina en la zona de empaque de euromac.","Abierta"
"1822","Verde","Cortadora Euromac","Alta","2021-09-15T12:33:12.872Z","Fijar mesa de la regla digital en la pared.","Cerrada"
"1823","Verde","Cortadora Euromac","Media","2021-09-15T12:38:26.501Z","Demarcar con cinta roja (provisorio) el lugar de almacenamiento de los elementos en el suelo (cestos, matafuegos, etc.)","Abierta"
"1824","Verde","Planta de Mezclado","Media","2021-09-15T15:46:18.076Z","Colocar porta manguera de aire, ya que se encuentra suelta y puede generar accidente por enredarse con la misma.","Cerrada"
"1825","Verde","Cortadora Euromac","Media","2021-09-15T16:04:39.639Z","Colocar todas las tarjetas TPM en su lugar.","Abierta"
"1826","Verde","Cortadora WT","Media","2021-09-15T17:34:05.548Z","Colocar los caños que faltan en los portabolsas y, de ser posible, agregar otro soporte.","Cerrada"
"1827","Verde","Cortadora WT","Alta","2021-09-16T09:12:12.456Z","Implementar una pequeña maquina rebobinadora para las bobinas telescopeadas y no perder tiempo productivo en corte.","Cerrada"
"1828","Verde","Calandrado","Media","2021-09-17T13:01:59.908Z","Remover mangos de fuerza en desuso.","Cerrada"
"1829","Verde","Planta de Mezclado","Media","2021-09-17T17:58:42.772Z","Cambiar la tapa del compartimiento de ""insumos de limpieza"" (debajo de OCS) y ordenar su interior.","Abierta"
"1830","Verde","Servicios Auxiliares","Alta","2021-09-17T18:04:22.347Z","Manguera suelta. Riesgo de enredarse y tropezar.","Cerrada"
"1831","Verde","Servicios Auxiliares","Baja","2021-09-21T15:40:41.861Z","Sector de la senda verde ,entre planta de mezclado y el extrusor, con resina suelta todo el tiempo debido a la utilización de los carros móviles, esto hace que se vuelvan resbalosos.","Cerrada"
"1832","Verde","Calandrado","Alta","2021-09-21T19:41:20.402Z","cada cambio de trabajo no es segura la limpieza alta posibilidad que quede sucio y contamine el material ","Cerrada"
"1833","Verde","Calandrado","Alta","2021-09-21T19:43:26.940Z","bolsones de almacenamiento recuperado","Cerrada"
"1834","Verde","Calandrado","Alta","2021-09-24T13:46:00.359Z","Reemplazar manguera de aire convencional por un sistema retractil con pistola para menor riesgo de accidente.","Abierta"
"1835","Verde","Servicios Auxiliares","Media","2021-09-24T18:02:33.917Z","Ordenar cajón de ""muestras"". Eliminar elementos innecesarios.","Abierta"
"1836","Verde","Planta de Mezclado","Media","2021-09-24T18:10:29.476Z","Demarcar con cinta roja (provisorio) el lugar de almacenamiento de los elementos en el suelo (cestos de basura, por ejemplo)","Abierta"
"1837","Verde","Planta de Mezclado","Media","2021-09-27T10:28:34.666Z","Tiempo excesivo de descarga a balanza del líquido 3","Cerrada"
"1838","Verde","Planta de Mezclado","Media","2021-09-27T10:38:32.095Z","T° baja L3","Cerrada"
"1839","Verde","Servicios Auxiliares","Baja","2021-10-04T18:02:40.486Z","Pintar bloqueador manual de camiones ","Abierta"
"1840","Verde","Planta de Mezclado","Alta","2021-10-13T13:17:56.364Z"," El operador detecta contaminación de materias primas, por ejemplo, excremento de palomas en bolsones, partículas de madera en bolsas de aditivos, bolsas con polvo,otros, que no son registrados como productos NO conforme ni se abren tarjetas de problemas detectados por el operador no sean tratados ni resueltos hallazgos por él detectados.","Abierta"
"1841","Verde","Calandrado","Media","2021-10-13T19:04:45.257Z","Falta de trípode y dispenser de bolsas (color) ","Cerrada"
"1842","Verde","Planta de Mezclado","Alta","2021-10-13T19:47:23.048Z","La tapa que deben abrir para cada limpieza por cambio de color tiene mas de 10 bulones demandándoles aproximadamente 20 minutos para abrirla, 10 minutos para limpiarla y otros 20 minutos para cerrarla. ","Abierta"
"1843","Verde","Planta de Mezclado","Alta","2021-10-15T17:03:15.860Z","Establecer estandar de limpieza para cada sector del turbo. Modificar y actualizar el que se encuentra en el pizarron.","Abierta"
"1844","Verde","Servicios Auxiliares","Media","2021-10-29T17:25:10.756Z","Colocar porta manguera de aire, ya que se encuentra suelta y puede generar accidente por enredarse con la misma (,anguera detrás del turbo)","Abierta"
"1845","Verde","Alimentación y Extrusión","Alta","2021-10-31T13:43:49.816Z","En reiteradas oportunidades se recibe material molido con contaminaciones aparentemente de otro plastico como por ejemplo ALFOIL ocacionando innumerables problemas en produccion","Abierta"
"1846","Verde","Servicios Auxiliares","Alta","2021-11-01T13:41:08.390Z","Colocar una balanza para control en el piso del turbo y trasladar la que esta allí a piso de base.","Abierta"
"1847","Verde","Calandrado","Media","2021-11-05T20:02:04.204Z","Se detecta falta de iluminación de emergencias sendas peatonales para evacuación en caso de incendio.","Abierta"
"1848","Verde","Cortadora Euromac","Media","2021-11-09T14:19:19.029Z","Se necesita trasladar escalera amarilla en diferentes usos múltiples en el sector cortadora y empaquetadora Euromac","Cerrada"
"1849","Verde","Cortadora WT","Media","2021-11-12T17:29:04.573Z","Los carros transportadores de bobinas pueden producir golpes, choques, cortes, torceduras a personas que se encuentran sobre sus rieles de guía.","Abierta"
"1850","Verde","Planta de Mezclado","Media","2021-11-14T03:25:34.701Z","Al llevar carro con compuesto desde la calandra al turbo se pasa por arriba de la senda peatonal, y al cruzar el portón no se visualiza si viene algún operario caminando por la misma. ","Abierta"
"1851","Verde","Oficina","Media","2021-11-14T03:30:04.942Z","Uso del desfibrilador en caso de emergencia.
","Abierta"
"1852","Verde","Servicios Auxiliares","Media","2021-11-17T17:21:18.487Z","Alargar el cuello de la tapa del carro movil para evitar que se salga la manga.","Abierta"
"1853","Verde","Servicios Auxiliares","Media","2021-11-23T12:42:40.055Z","Para levantar y acomodar bolsones de torta molida se usan listones de madera, lo que hace que sea una tarea complicada y con cierto grado de riesgo","Abierta"
"1854","Verde","Cortadora Euromac","Media","2021-11-23T23:17:55.949Z","El carro porta ventola tiene las ruedas delanteras malas, lo que dificulta al arrastrarlo","Cerrada"
"1855","Verde","Cortadora Euromac","Media","2021-11-29T15:16:04.931Z","El operario de empaque posee mala postura de trabajo dado que para observar el monitor, tiene que agacharse e inclinar el cuerpo hacia abajo y hacia adelante, por ende esto implica un riesgo ergonómico.","Abierta"
"1856","Verde","Calandrado","Media","2021-11-30T11:09:58.652Z","Listones de madera para las tarimas mal ubicados.","Abierta"
"1857","Verde","Planta de Mezclado","Alta","2021-11-30T13:59:42.034Z","CONSUMO DE COMPUESTOS","Abierta"
"1858","Verde","Planta de Mezclado","Alta","2021-11-30T14:05:15.509Z","carro para consumo de compuesto","Abierta"
"1859","Verde","Planta de Mezclado","Media","2021-11-30T15:33:46.633Z","Acumulacion de compuestos en big bag por no consumirse","Abierta"
"1859","Verde","Planta de Mezclado","Media","2021-11-30T15:33:46.812Z","Acumulacion de compuestos en big bag por no consumirse","Abierta"
"1859","Verde","Planta de Mezclado","Media","2021-11-30T15:33:47.084Z","Acumulacion de compuestos en big bag por no consumirse","Abierta"
"1860","Verde","Planta de Mezclado","Alta","2021-11-30T15:38:30.233Z","para vaciar carros a big bag se sube con carro electrico y no tiene buena estabilidad","Cerrada"
"1861","Verde","Planta de Mezclado","Media","2021-11-30T15:48:15.113Z","En balanza 041 al realizar pesaje de mas de 15 kgs la bolsa se cierra y hace que pierda material.","Cerrada"
"1862","Verde","Planta de Mezclado","Alta","2021-11-30T15:52:27.294Z","Consumo de 2059","Cerrada"
"1863","Verde","Servicios Auxiliares","Alta","2021-11-30T19:56:54.337Z","Cables desordenados, enredados para termocuplas debajo del atapa del Tornillo","Abierta"
"1864","Verde","Alimentación y Extrusión","Media","2021-11-30T20:02:40.560Z","perdida de compuestos en mangueras de descarga. Colocadas con cinta. Perdidas de tiempo","Abierta"
"1865","Verde","Servicios Auxiliares","Media","2021-11-30T20:04:32.126Z","Plataforma de Cortadora de hojas del lado operador sin rodapie.","Abierta"
"1866","Verde","Servicios Auxiliares","Baja","2021-11-30T20:06:35.264Z","Imposibilidad de retirar la bandeja inferior","Abierta"
"1867","Verde","Servicios Auxiliares","Media","2021-11-30T20:08:37.029Z","falta Instructivo Visual con Peso para calibre de balanza de calandra.","Abierta"
"1868","Verde","Servicios Auxiliares","Baja","2021-11-30T20:10:08.774Z","falta de pesos a la vista del calibre de balanza en calandra","Abierta"
"1869","Verde","Calandrado","Media","2021-12-01T12:26:22.644Z","falta iluminacion del lado traccion de la maquina en la parte de la foza , para ver con claridad la panza .","Abierta"
"1870","Verde","Planta de Mezclado","Media","2021-12-02T15:46:51.468Z","Perdida de material en la unión de los caños de material de balanza w8","Abierta"
"1871","Verde","Planta de Mezclado","Media","2021-12-02T15:49:48.324Z","Perdida de material que cae de la W8","Abierta"
"1872","Verde","Planta de Mezclado","Alta","2021-12-02T15:56:06.797Z","Al colocar el big bag del E-2059 se deja el cordón expuesto y se enreda en el tornillo, lo que traba dicho sistema.","Abierta"
"1873","Verde","Planta de Mezclado","Media","2021-12-02T16:40:37.709Z","W1 sin uso","Abierta"
"1874","Verde","Planta de Mezclado","Baja","2021-12-03T12:42:31.144Z","Colocar un lupero en el area de turbo.","Abierta"
"1875","Verde","Alimentación y Extrusión","Alta","2021-12-03T13:05:51.373Z","se sopla el silo y tolva formadora en las limpiezas de colores. se ensucian todas las estructuras. ","Abierta"
"1876","Verde","Calandrado","Alta","2021-12-11T15:16:32.087Z","Flexibles tienen roce entre si lo que provoca rotura de los mismos
","Abierta"
"1877","Verde","Calandrado","Alta","2021-12-11T15:19:11.776Z","Flexibles tienen roces entre si lo que genera rotura de los mismos.","Abierta"
"1878","Verde","Calandrado","Alta","2021-12-11T15:20:40.221Z","Flexibles tienen roces entre si lo que genera rotura de los mismos.","Abierta"
